[0719/154046:ERROR:backend_impl.cc(2020)] Corrupt Index file
[0719/154046:ERROR:cache_util_win.cc(20)] Unable to move the cache: 5
[0719/154046:ERROR:cache_util.cc(134)] Unable to move cache folder C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\BrowserCache to C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\old_BrowserCache_000
[0719/154046:ERROR:cache_creator.cc(129)] Unable to create cache
[0719/164450:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164455:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164500:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164505:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164510:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164515:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164520:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164525:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164530:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164535:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164540:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164545:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164550:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164555:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164600:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164605:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164610:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164615:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164620:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164625:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164630:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164635:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164640:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164645:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164650:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164655:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164700:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164705:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164710:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164715:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164721:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164726:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164731:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164736:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164741:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164746:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164751:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164756:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164801:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164806:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164811:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164816:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164821:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164826:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164831:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164836:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164841:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164846:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164851:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164856:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164901:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164906:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164911:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164916:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164921:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164926:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164931:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164936:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164941:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164946:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164951:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/164956:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165001:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165006:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165011:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165016:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165021:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165026:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165031:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165036:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165041:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165046:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165051:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165056:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165101:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165106:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165112:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165117:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165122:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165127:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165132:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165137:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165142:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165147:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165152:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165157:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165202:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165207:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165212:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165217:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165222:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165227:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165232:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165237:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165242:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165247:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165252:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165257:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165302:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165307:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165312:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165317:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165322:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165327:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165332:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165337:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165342:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165347:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165352:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165357:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165402:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165407:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165412:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165417:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165422:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165427:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165432:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165437:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165442:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165447:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165452:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165457:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0719/165502:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/104823:ERROR:backend_impl.cc(2020)] Corrupt Index file
[1004/104823:ERROR:cache_util_win.cc(20)] Unable to move the cache: 5
[1004/104823:ERROR:cache_util.cc(134)] Unable to move cache folder C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\BrowserCache to C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\old_BrowserCache_000
[1004/104823:ERROR:cache_creator.cc(129)] Unable to create cache
[1004/134643:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134648:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134653:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134658:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134703:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134708:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134713:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134718:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134723:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134728:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134733:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134738:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134743:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134748:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134754:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134759:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134804:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134809:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134814:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134819:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134824:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134829:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134834:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134839:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134844:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134849:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134854:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134859:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134904:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134909:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134914:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134919:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134924:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134929:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134934:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134939:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134944:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134949:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134954:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/134959:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135004:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135009:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135014:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135019:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135024:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135029:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135034:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135039:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135044:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135049:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135054:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135059:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135104:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135110:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135115:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135120:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135125:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135130:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135135:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135140:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135145:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135150:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135155:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135200:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135205:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135210:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135215:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135220:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135225:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135230:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135235:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135240:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135245:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135250:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135255:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135300:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135305:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135310:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135315:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135320:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135325:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135330:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135335:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135340:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135345:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135350:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135355:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135400:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135405:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135410:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135415:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135420:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135425:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135430:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135435:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135441:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135446:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135451:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135456:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135501:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135506:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135511:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135516:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1004/135521:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
